
 id 	name 	crosscomb 	orig 	year 	breeder c id 	name 	crosscomb 	orig 	year 	breeder code 	breeder 	reference
2191 	 find progeny of COLIBAN       COLIBAN 	KENNEBEC x V 28-12 	 AUS 	1974 		INSTITUTE FOR HORTICULTURAL DEVELOPMENT, TOOLANGI 	2/77-91
2193 	 find progeny of COLIN DES VOSGES       COLIN DES VOSGES 	FLOURBALL synonym (fra) 	  				
2192 	 find progeny of COLINA       COLINA 	PRISKA x PRISKA 	 ROM 	1964 			2/69-91
2194 	 find progeny of COLLEEN       COLLEEN 	MANNA x MIZEN 	 IRL 	1991 	C507/16 	TEAGASC 	18
2195 	 find progeny of COLLESSIE       COLLESSIE 	PINK FIR APPLE x SHETLAND BLACK 	 GB 				
2196 	 find progeny of COLLINA       COLLINA 	AGRIA x IMPALA 	 HOL 	2006 	KM 95-37-02 	H. & J.M. KANNEGIETER 	12/06-07
2197 	 find progeny of COLMO       COLMO 	ZPC 58-159 x ZPC 55-37 	 HOL 	1973 	V.D. ZEE 64-2 	F.G. VAN DER ZEE & ZONEN 	2/73-91 8/93-94 12/75-93 17/97 18 24/84-89
2198 	 find progeny of COLOMBA       COLOMBA 	CARRERA x AGATA 	 HOL 	2011 	HZD 00-277 	HZPC 	
2199 	 find progeny of COLORADO       COLORADO 	IMPROVED PEACHBLOW mutant 	 USA 	1910 			
2200 	 find progeny of COLORADO       COLORADO 	TORRIDON x (DESIREE x PENTLAND DELL) 	 FRA 	2002 	694.90.1 	STATION DE RESERCHE DU COMITE NORD 	23
2201 	 find progeny of COLORADO ROSE       COLORADO ROSE 	NDTX9-1068-11R x DT6063-1R 	 USA 			COLORADO STATE UNIVERSITY 	
2202 	 find progeny of COLOSSAL       COLOSSAL 		 GB 	1892 			3, see FLUKE
2203 	 find progeny of COLUMBA       COLUMBA 	BLOCHINGER x HINDENBURG 	 GER 	1931 	BH 026 		
2204 	 find progeny of COLUMBIA RUSSET       COLUMBIA RUSSET 	WEE McGREGOR seedling 	 CAN 	1937 		W. SCOTT 	1 2/69-85 7/37
2205 	 find progeny of COLUMBO       COLUMBO 	SV 76127 x MATILDA 	 SWE 	1999 		SVALOF WEIBULL 	
2207 	 find progeny of COLUMBUS       COLUMBUS 	CARDINAL x VK 69-491 	 HOL 	1996 	SN 84-14 	H. SNIJDER 	17/97
2206 	 find progeny of COLUMBUS       COLUMBUS 		 GER 	<1889 			6
2208 	 find progeny of COMBI       COMBI 	W 7768/5 x 78025 	 BRD 	1988 		SAATZUCHTWIRTSCHAFT FIRLBECK KG 	2/88-91
2209 	 find progeny of COMBI       COMBI 	W 7735/7 x 78025 	 BRD 	1988 		SAATZUCHTWIRTSCHAFT FIRLBECK KG 	2/88-91
2210 	 find progeny of COMLE       COMLE 	ACKERSEGEN x 61 LS-2 	 SWE 	1976 			2/77 2/85
2211 	 find progeny of COMLE       COMLE 	S. 62/47/1 x DR. McINTOSH 	 SWE 	1982 			
2212 	 find progeny of COMMANDANT       COMMANDANT 	EIGENHEIMER x CIMBALS NEUE IMPERATOR 	 HOL 	1914 		G. VEENHUIZEN 	
2213 	 find progeny of COMMANDEUR       COMMANDEUR 	1256A(23) x LIBERTAS 	 HOL 	1963 	DHS 51-755 	J.P. DIJKHUIS 	2/69-81 12/64-69
9491 	 find progeny of COMMANDO       COMMANDO 	C1992/42 x STROMA 	 IRL 			TEAGASC 	
2214 	 find progeny of COMPAGNON       COMPAGNON 	PREVALENT x VE 60-180 	 HOL 	1974 	VBB 65-454 	VEENKOLONIALE BOERENBOND 	2/73-81
2215 	 find progeny of COMPASS       COMPASS 	PALLAS x VOYAGER 	 HOL 	2011 	HZ 00-1336 	HZPC 	
2216 	 find progeny of COMPTON'S SURPRISE       COMPTON'S SURPRISE 	PRINCE ALBERT x LONG PINKEYE 	 USA 	1870 			6
2217 	 find progeny of COMTESSA       COMTESSA 	PRIMULA x FRUHMOLLE 	 BRD 	1951 		RAGIS 	2/54-62 15 20
2218 	 find progeny of COMTESSE       COMTESSE 	POMPADOUR x (AUSONIA x GLORIA) 	 FRA 	2002 	91.263.1 	STATION DE RESERCHE DU COMITE NORD 	23
2219 	 find progeny of CONCHITA       CONCHITA 	AC 25953 x AC 25959 	 MEX 	1959 		ROCKEFELLER FOUNDATION 	
2220 	 find progeny of CONCORDE       CONCORDE 	Y 66-13-636 x KONST 69-864 	 HOL 	1986 	KONST 74-614 	J.P.G. KONST 	2/88-91 8/93-94 12/89-98 14 17/97
2222 	 find progeny of CONCORDIA       CONCORDIA 	JULI seedling x FLAVA seedling 	 BRD 	1950 		POMMERSCHE SAATZUCHT GESELLSCHAFT 	2/54-62 15
2221 	 find progeny of CONCORDIA       CONCORDIA 	B1019/2/95 x JELLY 	 BRD 	2008 		BOHM-NORDKARTOFFEL AGRARPRODUKTION 	
2224 	 find progeny of CONCURRENT       CONCURRENT 	BRAVO x JAUNE D'OR 	 HOL 	1907 		G. VEENHUIZEN 	5
2225 	 find progeny of CONCURRENT       CONCURRENT 	KERR'S PINK x TRIUMF 	 HOL 	1931 		H. REILING 	12/31-36
2223 	 find progeny of CONCURRENT       CONCURRENT 	ESTIMA x SINAEDA 	 HOL 	1985 	ROPTA C 420 	FRIESE MIJ. VAN LANDBOUW 	2/85-91 8/93-94 11/93 17/97-03
2226 	 find progeny of CONDEA       CONDEA 	CONCORDIA x 19120 	 BRD 	1958 		POMMERSCHE SAATZUCHT GESELLSCHAFT 	2/62-88 15
2227 	 find progeny of CONDOR       CONDOR 	PH 155 x PH 43 	 GER 	1937 		PAULSEN 	
2228 	 find progeny of CONESTOGA       CONESTOGA 	G 7063 x G 6652 	 CAN 	1982 	G 712-1 	AGRICULTURE CANADA & UNIVERSITY OF GUELPH 	2/88-91 7/83 13/91-93
2229 	 find progeny of CONFERENCE       CONFERENCE 	STRATHEARN EARLY x REDSKIN 	 GB 	1948 		W.B. POLLOCK 	2/54-62
2230 	 find progeny of CONNECT       CONNECT 	YP 98-3 x SATINA 	 HOL 	2012 	YP 03-107 	IJSSELMEERPOLDERS BV 	
2231 	 find progeny of CONNY       CONNY 	SASKIA x BIENE 	 AUT 	1965 	1083/56 	NIEDER OSTERREICHISCHE SAATBAUGENOSSENSCHAFT 	2/69-91
2232 	 find progeny of CONQUEST       CONQUEST 	unknown 	 GB 	<1946 		A. FINDLAY 	20
2233 	 find progeny of CONSTANCE       CONSTANCE 	MARABEL x AR 93-1243 	 HOL 	2013 	SA 02-0020 	J.L. SPIJKMAN 	
2234 	 find progeny of CONSTANTA       CONSTANTA 	(FLAVA x FLAVA) x KATAHDIN 	 BRD 	1958 		WORTH 	
2235 	 find progeny of CONSTANTE       CONSTANTE 	PRIMURA x VE 60-180 	 HOL 	1980 	SIJTSMA 65-59-19 		2/81-88
9415 	 find progeny of CONSTANTINA       CONSTANTINA 		 BRD 	2013 	E 05/236/201 	EUROPLANT 	
2236 	 find progeny of CONSTANZA       CONSTANZA 	724/88/2 x COLETTE 	 BRD 	2001 		KARTOFFELZUCHT BOHM 	
2237 	 find progeny of CONTENDA       CONTENDA 	unknown 	 BRA 				
2238 	 find progeny of CONTESSA       CONTESSA 	BEA x ZPC 55-92 	 HOL 	1981 	ZPC 59-237 		2/81
2239 	 find progeny of CONTRAST       CONTRAST 	CHAMPION x WILHELM KORN 	 HOL 	1900 		G. VEENHUIZEN 	5
2240 	 find progeny of COO 80014-1       COO 80014-1 	LEMHI RUSSET x WNC 672-2 	 USA 				
2241 	 find progeny of COONOOR RED       COONOOR RED 	unknown 	 IND 				20
2242 	 find progeny of COONOOR WHITE       COONOOR WHITE 	unknown 	 IND 				20
2243 	 find progeny of COQUINE       COQUINE 	92T.118.36 x EMERAUDE 	 FRA 	2008 		GROCEP 	
2244 	 find progeny of CORA       CORA 	(((POLANIN x EF-seedling) x JUBEL) x HINDENBURG) x FLAVA 	 BRD 	1948 		PAULSEN & HOLSCHER 	2/62, see CORNELIA
2245 	 find progeny of CORALIE       CORALIE 	NICOLA x AR 76-199-3 	 FRA 	1997 		GERMICOPA SA 	
2246 	 find progeny of CORAZON       CORAZON 	EVOLUTION x MANITOU 	 HOL 	2018 	SW 07-1082 	LANTMANNEN SW SEED BV 	
2247 	 find progeny of CORDIA       CORDIA 	MPI 61.303/34 x 502/59 	 BRD 	1974 			2/75-77
2248 	 find progeny of CORDIA       CORDIA 	MPI 61.303/34 x BIENE 	 BRD 	1974 			2/75-77
2249 	 find progeny of CORINE       CORINE 	SIRTEMA x Y 193 	 HOL 	1976 	CEB 63-347-14 	CEBECO 	2/75-91 12/76-95
2250 	 find progeny of CORNADO       CORNADO 	KONDOR x KONST 75-1159 	 HOL 	1994 	KONST 80-1382 	KONST RESEARCH BV 	
9550 	 find progeny of CORNE DE GATTE       CORNE DE GATTE 	unknown 	 FRA 				
2251 	 find progeny of CORNE DE MOUTON       CORNE DE MOUTON 	RATTE synonym 	  				
2252 	 find progeny of CORNELIA       CORNELIA 	CORA synonym 	  				2/54-57 15
2253 	 find progeny of CORNICHON ROSE       CORNICHON ROSE 	ROSA (FRA) synonym 	  				
2254 	 find progeny of COROLLE       COROLLE 	CHLOE x G81TT155.1 	 FRA 	2001 	G90TT311.10 	GERMICOPA SA 	23
2258 	 find progeny of CORONA       CORONA 	EDELGARD x FLAVA 	 BRD 	1950 		RAGIS 	2/54-62 15 20
2257 	 find progeny of CORONA       CORONA 	A2 77-2044 x DESIREE 	 ROM 	1988 			
2256 	 find progeny of CORONA       CORONA 	363/88/4835 L x 4115/12 	 BRD 	2002 		KARTOFFELZUCHT BOHM 	
2255 	 find progeny of CORONA       CORONA 	ANAIS x AGRINOVA 	 HOL 	2012 		P.H. SMEENGE 	
9146 	 find progeny of CORONADA       CORONADA 	L 363/88/4835 x L 4115/12 	 BRD 	2014 	E 99/73/126 	EUROPLANT 	
2259 	 find progeny of CORONATION       CORONATION 		 GB 	1915 			3
2260 	 find progeny of CORRIB       CORRIB 	DEKAMA x RECORD 	 IRL 	1973 			2/77-79, see OAKPARK AVENGER
2261 	 find progeny of CORRIDA       CORRIDA 	PROVENTO x FRANCELINE 	 FRA 	2009 		STATION DE RECHERCHE DU COMITE NORD 	
2262 	 find progeny of CORSA       CORSA 	LADY FELICIA x L 267/92/135 	 AUT 	2013 	NO 02-0565 	NIEDER OSTERREICHISCHE SAATBAUGENOSSENSCHAFT 	
2263 	 find progeny of CORSICA       CORSICA 	LADY CLAIRE x ARG 96-0865 	 HOL 	2016 	AR 05-1887 	AGRICO RESEARCH BV 	
2264 	 find progeny of CORTINA       CORTINA 	AMADEUS x BH 93-35 	 HOL 	2006 	BH 96-298R 	MAATSCHAP BOERHAVE VOF 	12/06-07
2265 	 find progeny of CORTLAND       CORTLAND 	(((RUSSET RURAL x dms)x MINN. 41-2-10-1)x KATAHDIN)x MENOMINEE 	 USA 	1947 	NY DFC/1 	CORNELL UNIVERSITY 	1 7/50
2266 	 find progeny of CORVUS       CORVUS 	REBECCA x 83/70 	 BRD 	1995 			
2267 	 find progeny of COSIMA       COSIMA 	2285/44 x MPI 19175 	 BRD 	1959 	RAGIS 2044/50 	RAGIS 	2/62-91
2268 	 find progeny of COSMOS       COSMOS 	unknown 	 HOL 	1994 	KONST 80-887 	KONST RESEARCH BV 	17/97 18
2269 	 find progeny of COSTA       COSTA 	COSIMA x SL 199 	 AUT 	1983 		SAATBAU LINZ 	2/85-88
2270 	 find progeny of COSTANERA       COSTANERA 	LT-1 x XY pollenmixture 	 PER 	1994 	379706,27 	CIP 	
2271 	 find progeny of COSTELLA       COSTELLA 	WILJA x KONST 63-665 	 HOL 	1984 	KONST 69-1106 	J.P.G. KONST 	2/85-91
2272 	 find progeny of COUGAR       COUGAR 	RANGER RUSSET x MARKIES 	 HOL 	2012 	BKL 98-100 	K.D. BIERMA 	
2273 	 find progeny of COUNTESSA       COUNTESSA 	SANTANA x VICTORIA 	 HOL 	2008 	RZD 96-1900 	HZPC 	
2274 	 find progeny of COURAGE       COURAGE 	LADY ROSETTA x HZ 81 H 202 	 HOL 	1998 	NAUTA/VDLEEST 87-072 	J. NAUTA & B. VAN DER LEEST 	18
2275 	 find progeny of COURLAN       COURLAN 	RD 84-319-3 x BIRCHBANK 	 USA 	1999 		FRITO LAY CO. 	
2276 	 find progeny of COVAL       COVAL 	BOBR x SUPER 	 ROM 	1999 			
2277 	 find progeny of COWHORN       COWHORN 	unknown 	 USA 	<1926 			1
2278 	 find progeny of CRAIGNEIL       CRAIGNEIL 	KERR'S PINK mutant 	 GB 	1935 			
2279 	 find progeny of CRAIGS ALLIANCE       CRAIGS ALLIANCE 	CRAIGS DEFIANCE x THE ALNESS 	 GB 	1948 	827A(185) 	SCOTTISH PLANT BREEDING STATION 	2/54-91 20
2280 	 find progeny of CRAIGS BOUNTY       CRAIGS BOUNTY 	W. 967C(38) x 70(13) 	 GB 	1946 		SCOTTISH PLANT BREEDING STATION 	2/54-57
2281 	 find progeny of CRAIGS DEFIANCE       CRAIGS DEFIANCE 	EPICURE x PEPO 	 GB 	1938 	451A(20) 	SCOTTISH PLANT BREEDING STATION 	2/54-71 20
2282 	 find progeny of CRAIGS ROYAL       CRAIGS ROYAL 	CRAIGS DEFIANCE x GLADSTONE 	 GB 	1947 	831(113) 	SCOTTISH PLANT BREEDING STATION 	2/54-81 15
2283 	 find progeny of CRAIGS SNOW WHITE       CRAIGS SNOW WHITE 	CRAIGS DEFIANCE x W. 800(2) 	 GB 	1947 	835A(4) 	SCOTTISH PLANT BREEDING STATION 	2/54-57 20
2284 	 find progeny of CRAMOND       CRAMOND 	7683A(12) x 10173AB(19) 	 GB 	1992 	13740(4) 	SCRI 	
2285 	 find progeny of CRAMOND       CRAMOND 	7683A(12) x 10333AB(32) 	 GB 	1992 	13740(4) 	SCRI 	
2286 	 find progeny of CRANA       CRANA 	PONTIAC x KATAHDIN 	 AUS 	1951 			2/73-91
2287 	 find progeny of CREATA       CREATA 	TS 64-53 x DHS 61-131-3 	 HOL 	1984 	CREBAS 73-575 	J.A. CREBAS 	
2288 	 find progeny of CREBELLA       CREBELLA 	ALCMARIA x AM 66-42 	 HOL 	1987 	CREBAS 74-600 	J.A. CREBAS 	2/88-91 14
2289 	 find progeny of CRESCENDO       CRESCENDO 	VICTORIA x INRA 92T.84.25 	 FRA 	2016 			
2290 	 find progeny of CRESTONE RUSSET       CRESTONE RUSSET 		 USA 	1993 	CO 80011-5 	COLORADO STATE UNIVERSITY 	
2291 	 find progeny of CRESUS       CRESUS 		 BEL 	1954 		STATION DE RECHERCHES DE LÉTAT POUR L'AMELIORATION DE LA POMME DE TERRE 	2/57-62
2292 	 find progeny of CRICKET BALL       CRICKET BALL 	RED REGENT x BLACK KIDNEY 	 GB 	<1870 			
2293 	 find progeny of CRIMSON BEAUTY       CRIMSON BEAUTY 	unknown 	 GB 	1909 			3
9453 	 find progeny of CRISPA       CRISPA 	ATLANTIC x KNOX 	 AUS 		90-7-17 	DEPARTMENT OF PRIMARY INDUSTRY, TOOLANGI 	
2294 	 find progeny of CRISPER       CRISPER 	CHIPIE x HERTHA 	 FRA 	2010 	558.99.4 	STATION DE RESERCHE DU COMITE NORD 	
2295 	 find progeny of CRISPIN       CRISPIN 	AMIGO x DHS 70-699-39 	 GB 	1992 	AG 81-35-15 	J.E. COCKERAN 	
2296 	 find progeny of CRISPS4ALL       CRISPS4ALL 	RZ 85-238 x RZ 87-44 	 HOL 	2008 	RZ 94-1549 	HZPC 	
2297 	 find progeny of CRISPY       CRISPY 	AGRIA x VK 69-491 	 HOL 	2004 	STET 93-115-20 	STET HOLLAND BV 	12/05-07
2298 	 find progeny of CRISTINA       CRISTINA 	T958/5 x ROOSTER 	 IRL 	2010 	T1399/17 	TEAGASC 	
2299 	 find progeny of CROFT       CROFT 	2895FG(6) x PENTLAND DELL 	 GB 	1974 	6123B(11) 	SCOTTISH PLANT BREEDING STATION 	2/75-88 14
2300 	 find progeny of CROFTER       CROFTER 	ABUNDANCE synonym 	  				
2302 	 find progeny of CROKY       CROKY 	PANDA x 325.90.565 L 	 FRA 	2016 	603.02.1 	STATION DE RESERCH DU COMITE NORD 	
2301 	 find progeny of CROMWELL       CROMWELL 	H 56/25 x E 48/2 	 GB 	1985 	A 27/20 	PLANT BREEDING INSTITUTE 	
2303 	 find progeny of CRONOS       CRONOS 	INNOVATOR x FELSINA 	 DEN 	2013 	EDZ-10 	LANDBRUGETS KARTOFFELFOND 	
2304 	 find progeny of CROP 33       CROP 33 	purple heart synonym 	 NZL 				
9269 	 find progeny of CROP 35       CROP 35 	NADINE x V394 	 NZL 			NEW ZEALAND INSTITUTE FOR CROP & FOOD RESEARCH LIMITED 	
9270 	 find progeny of CROP 39       CROP 39 	SUMMER DELIGHT x COLIBAN 	 NZL 			NEW ZEALAND INSTITUTE FOR CROP & FOOD RESEARCH LIMITED 	
2305 	 find progeny of CROSTY       CROSTY 		 FRA 		G92TT132012 	GERMICOPA SA 	23
2306 	 find progeny of CRUSADER       CRUSADER 	MAINCROP x BELL 	 GB 	1918 		J.H. WILSON 	2/54-57 3 20
2307 	 find progeny of CRUZA 148       CRUZA 148 	MONSERRATE x PI ? 	 RWA 	1982 			
2308 	 find progeny of CRYSTAL       CRYSTAL 	CASCADE x ND 7196-18 	 USA 	1980 	ND 8891-3 	NORTH DAKOTA STATE UNIVERSITY 	2/81-91 7/82 13/91
2309 	 find progeny of CS 7589-8       CS 7589-8 	USDA B 6563-2 x CAMPBELL 12 	 USA 			CAMPBELL INSTITUTE FOR RESEARCH 	
2310 	 find progeny of CS 7981-7       CS 7981-7 	USDA B 6086-6 x CD 137-5R 	 USA 			CAMPBELL INSTITUTE FOR RESEARCH 	
2311 	 find progeny of CSE-2       CSE-2 	TI-5 x RUSSET RURAL 	 USA 				
2312 	 find progeny of CUCULLUS       CUCULLUS 	PARNASSIA x CENTIFOLIA 	 GER 	1943 		POMMERSCHE SAATZUCHT GESELLSCHAFT 	
2313 	 find progeny of CULPA       CULPA 	CLIVIA x HYDRA 	 BRD 	1974 	H 1787/66 	RAGIS 	2/75-91
2314 	 find progeny of CULTRA       CULTRA 	DESIREE x CARA 	 IRL 	1986 	OP 4710/18 	OAKPARK INSTITUTE 	2/91 11/90-93 18
2315 	 find progeny of CUMBICA       CUMBICA 		 BRD 	2010 		BOHM-NORDKARTOFFEL AGRARPRODUKTION 	
2316 	 find progeny of CUMNOCK       CUMNOCK 	unknown 	 GB 	<1900 			20
2317 	 find progeny of CUNERA       CUNERA 	W 72-22-496 x GE 77-154 	 HOL 	1998 	BH 86-255 (formerly 	MAATSCHAP BOERHAVE VOF 	12/03
2318 	 find progeny of CUPIDO       CUPIDO 	W 72-22-496 x ESTIMA 	 HOL 	1995 	WIS 83-107 		
2319 	 find progeny of CUPIDS       CUPIDS 	N 150-3 x WAUSEON 	 CAN 	1986 		AGRICULTURE CANADA, RESEARCH STATION ST. JOHN'S, NEWFOUNDLAND 	13/91-93
2320 	 find progeny of CUPS       CUPS 	unknown 	 IRL 	1800 			
2321 	 find progeny of CURBA       CURBA 	unknown 	 HOL 	1932 		FRIESE MIJ. VAN LANDBOUW 	12/32-35
2322 	 find progeny of CURIOSA       CURIOSA 	QUARTA x AM 66-42 	 HOL 	1996 	DJM 87.01 	D.J. MEIJER 	
2323 	 find progeny of CVETNIK       CVETNIK 	USDA 927-3 mutant 	 YUG 	1954 			2/69-91
2324 	 find progeny of CYCLOON       CYCLOON 	W 72-22-489 x VK 69-491 	 HOL 	1996 	CMK 86-84-6 	C. MEIJER BV 	12/97-01
2325 	 find progeny of CYCLOP       CYCLOP 	PAULSEN 494/89 x PHOBUS 	 GER 				
2326 	 find progeny of CYKADA       CYKADA 	DM 1810 x DM 1915 	 POL 	1998 			
2327 	 find progeny of CYNIA       CYNIA 	Z 45072 x KATAHDIN 	 POL 	1980 			2/79-91
2328 	 find progeny of CYNTHIA       CYNTHIA 	LANDIA x O'SIRENE 	 FRA 	1996 	G84TT151.1 	GERMICOPA SA 	
2329 	 find progeny of CYRANO       CYRANO 	GOLDSTAR x HZ 86 E 423 	 HOL 	2003 	RZD 92-2367 (formerl 	HZPC 	
2330 	 find progeny of CZAPLA       CZAPLA 	CLEOPATRA x DM 2778 	 POL 	2004 			
2331 	 find progeny of CZARINE       CZARINE 	IMPERATOR synonym (fra) 	  				4
2351 	 find progeny of D 11907       D 11907 	D 2071 x JETTA 	 POL 				
2346 	 find progeny of D 2050       D 2050 	EPOKA x BU 58.109/31 N 	 POL 				
2347 	 find progeny of D 2051       D 2051 	EPOKA x vrn-hybrid 	 POL 				
2348 	 find progeny of D 2071       D 2071 	EPOKA x LU. 56.207/1 	 POL 				
2349 	 find progeny of D 2185       D 2185 	EPOKA x DEKAMA 	 POL 				
2333 	 find progeny of D 29-10       D 29-10 	58N33-109 x NY O/5 	 USA 				
2334 	 find progeny of D 42/8       D 42/8 	G 20/26 x K 3/5 	 GB 			PLANT BREEDING INSTITUTE, CAMBRIDGE 	
2335 	 find progeny of D 47/11       D 47/11 	G 20/33 x K 5/2 	 GB 			PLANT BREEDING INSTITUTE, CAMBRIDGE 	
2336 	 find progeny of D 49/1       D 49/1 	K 6/34 x G 20/33 	 GB 			PLANT BREEDING INSTITUTE, CAMBRIDGE 	
2656 	 find progeny of D X P-42       D X P-42 	DORE x PIMPERNEL 	 NOR 				
2338 	 find progeny of D.200       D.200 	VTN 62-32-26 x A.467 	 HOL 			STICHTING VOOR PLANTENVEREDELING 	
2339 	 find progeny of D.226       D.226 	AQUILA x (ERDGOLD x BRA 9089) 	 GB? 				
2340 	 find progeny of D.553       D.553 	VTN 62-33-3 x B.3769 	 HOL 			STICHTING VOOR PLANTENVEREDELING 	
2341 	 find progeny of D.568       D.568 	VTN 62-33-3 x B.3769 	 HOL 			STICHTING VOOR PLANTENVEREDELING 	
2343 	 find progeny of D.758       D.758 	I.323 x LGU 8 (vrn) 	 HOL 			STICHTING VOOR PLANTENVEREDELING 	
2344 	 find progeny of D.891       D.891 	LGU 8 (vrn) x I.1824 	 HOL 			STICHTING VOOR PLANTENVEREDELING 	
2345 	 find progeny of D.910       D.910 	LGU 8 (vrn) x 440 (spg) 	 HOL 			STICHTING VOOR PLANTENVEREDELING 	
2332 	 find progeny of D14       D14 	mlt x tbr 	 GB 			PLANT BREEDING INSTITUTE, CAMBRIDGE 	
2350 	 find progeny of D2814       D2814 	seedling x DEODARA 	 SU 			PRIEKULA PLANT BREEDING STATION 	
2337 	 find progeny of D60       D60 	vrn-hybrid 	 GB 			PLANT BREEDING INSTITUTE, CAMBRIDGE 	
2342 	 find progeny of D733-3       D733-3 	HUDSON x PI 310925 (ber) 	 USA 			CORNELL UNIVERSITY 	
2352 	 find progeny of DABER       DABER 	unknown 	 GER 	1860 			6 (DABERSCHE KARTOFFEL)
2353 	 find progeny of DABERSE       DABERSE 	unknown 	 GER 	1830 			
2354 	 find progeny of DAEJI       DAEJI 	DEJIMA synonym (sko) 	  				
2355 	 find progeny of DAEKWAN 48       DAEKWAN 48 	R521-7 x ALAMO 	 SKO 				
2356 	 find progeny of DAESEO       DAESEO 	ATLANTIC synonym (sko) 	  				
2357 	 find progeny of DAICA       DAICA 	SAN x JAGODA 	 ROM 	2002 		NATIONAL INSTITUTE OF RESEARCH AND DEVELOPMENT FOR POTATO AND SUGAR BEET BRASOV 	
2358 	 find progeny of DAIFLA       DAIFLA 	SYLVIA x CARA 	 FRA 	2004 	G93TT018008 	GERMICOPA SA 	23
2359 	 find progeny of DAISY       DAISY 	GIPSY x CULPA 	 FRA 	1998 	G86TT198.1 	GERMICOPA SA 	23
2360 	 find progeny of DAKCHIP       DAKCHIP 	CASCADE x NORCHIP 	 USA 	1979 	ND 8888-2 	NORTH DAKOTA STATE UNIVERSITY 	2/81-85 7/80
2361 	 find progeny of DAKOTA CHIEF       DAKOTA CHIEF 	RED PONTIAC synonym 	  				
2362 	 find progeny of DAKOTA CRISP       DAKOTA CRISP 	YANKEE CHIPPER x NORCHIP 	 USA 	2005 	ND 2470-27 	NORTH DAKOTA STATE UNIVERSITY 	7/07
2363 	 find progeny of DAKOTA DIAMOND       DAKOTA DIAMOND 	ND 4103-2 x DAKOTA PEARL 	 USA 	2006 	ND 5822C-7 	NORTH DAKOTA STATE UNIVERSITY 	7/08
2364 	 find progeny of DAKOTA GOLD       DAKOTA GOLD 	unknown 	 USA 	2001 			
2365 	 find progeny of DAKOTA JEWEL       DAKOTA JEWEL 	ND 2223-8R x ND 649-4R 	 USA 	2004 	ND 3196-1R 	NORTH DAKOTA STATE UNIVERSITY 	7/06
2366 	 find progeny of DAKOTA PEARL       DAKOTA PEARL 	ND 1118-1 x ND 944-6 	 USA 	1999 	ND 2676-10 	NORTH DAKOTA STATE UNIVERSITY 	7/05
2367 	 find progeny of DAKOTA RED       DAKOTA RED 	unknown 	 USA 	1883 			1 2/79-91 9/46,51 14
2368 	 find progeny of DAKOTA ROSE       DAKOTA ROSE 	ND 1196-2R x NORDONNA 	 USA 	2001 	ND 3574-5R 	NORTH DAKOTA STATE UNIVERSITY 	7/06
2369 	 find progeny of DAKOTA RUSSET       DAKOTA RUSSET 	MARCY x AH66-4 	 USA 		ND 8229-3 	NORTH DAKOTA STATE UNIVERSITY 	
2370 	 find progeny of DAKOTA TRAILBLAZER       DAKOTA TRAILBLAZER 	A 89163-3LS x A 8914-4 	 USA 		AOND 95249-1RUSS 	USDA 	
2371 	 find progeny of DALCO       DALCO 	BINTJE x LIBERTAS 	 HOL 	1962 	DEKKER 53-1 	B. DEKKER 	2/62-81 12/62-74
2372 	 find progeny of DALI       DALI 	SIERRA x MONALISA 	 HOL 	1995 	HIB 83-534 	H.I. BIERMA 	16/98-00 17/97-03
2373 	 find progeny of DALIA       DALIA 	ONTARIO x R-16003 	 POL 	1977 			2/77-91
2374 	 find progeny of DALIDA       DALIDA 	FRANCELINE x STROMA 	 FRA 	2007 	107.96.2 or 44.96.3 	GROCEP 	
2375 	 find progeny of DALIDA       DALIDA 	INRA 84.27.4 x STROMA 	 FRA 	2007 	107.96.2 or 44.96.3 	GROCEP 	
2376 	 find progeny of DALILA       DALILA 		 BEL 	1955 			2/69-73
2377 	 find progeny of DALILA       DALILA 	EPOKA x KATAHDIN 	 POL 	1966 			
2378 	 find progeny of DALISA       DALISA 	ACHIRANA synonym 	  				
2379 	 find progeny of DALMAHOY       DALMAHOY 		  	<1867 			6
2380 	 find progeny of DALMATINKA       DALMATINKA 	W 2/25 x ZPC 60-179 	 YUG 	1991 			
2381 	 find progeny of DALNEVOSTOCHNY       DALNEVOSTOCHNY 	BERLICHINGEN x YO-432 	 SU 				
9496 	 find progeny of DAMASK       DAMASK 	SUNSET x LAURA 	  				
2382 	 find progeny of DAMROT       DAMROT 	PRISKA synonym (pol) 	  				
2383 	 find progeny of DANAE       DANAE 	LENNON 8057 x LENNON 5174 	 FRA 	1975 			2/75-91 8/93
2384 	 find progeny of DANI       DANI 	LORI x TROPHEE 	 FRA 	1976 			2/77-91
2385 	 find progeny of DANIELLE       DANIELLE 	PREMIERE x VK 69-491 	 HOL 	1995 	DAR 83-31-58 	J. DARWINKEL 	12/96-99
2386 	 find progeny of DANIQUE       DANIQUE 	AR 99-1184 x AR 98-1009 	 HOL 	2016 	AR 05-1176 	AGRICO RESEARCH BV 	
2387 	 find progeny of DANSHAKU-IMO       DANSHAKU-IMO 	IRISH COBBLER synonym (jap) 	  				
2388 	 find progeny of DANTE       DANTE 	EIGENHEIMER x SIMSON 	 HOL 	<1950 			
2389 	 find progeny of DANUSIA       DANUSIA 	HALKA x LECH 	 GER 				
2390 	 find progeny of DANUSIA       DANUSIA 	PS 646 x FREZJA 	 POL 	1999 		POTATO RESEARCH INSTITUTE BONIN 	
